Point,PointYear,TransectNum,Grid,Stratum,Season,DATE,StratumYear,TransectVisitObserver,gc_shrub_50m,shrub_height_50m,gc_grass_50m,grass_height_50m,gc_forb_50m,gc_bare_50m,gc_litter_50m,gc_woody_50m,gc_tumbleweed_50m,gc_other_50m,gc_grass_nubs_50m,shrub_cover,primaryHabitat,gc_shrub_05m,shrub_height_05m,gc_grass_05m,grass_height_05m,gc_forb_05m,gc_bare_05m,gc_litter_05m,gc_woody_05m,gc_tumbleweed_05m,gc_other_05m,gc_grass_nubs_05m,grass_species_1,grass_species_1_pct,grass_species_2,grass_species_2_pct,GrassSpecies1ScientificName,GrassSpecies1CommonName,GrassSpecies1Code2,GrassSpecies1Code6,GrassSpecies2ScientificName,GrassSpecies2CommonName,GrassSpecies2Code2,GrassSpecies2Code6,ShrubLayerCode6_1,ShrubLayerSpeciesAbundance_1,ShrubLayerCommonName_1,ShrubLayerScientificName_1,ShrubLayerCode6_2,ShrubLayerSpeciesAbundance_2,ShrubLayerCommonName_2,ShrubLayerScientificName_2
MI9-106,2020-MI9-106,MI9-1,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,1,110,10,30,1,53,15,0,20,0,0,1,GR,1,40,5,30,5,70,15,0,20,0,0,6,60,19,40,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI9-108,2020-MI9-108,MI9-1,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,1,110,20,25,5,69,5,0,1,0,1,1,GR,0,NA,15,20,5,70,10,0,1,0,0,19,50,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPHTRI,50,Mormon Tea,Ephedra trifurca,NOLTEX,30,NA,Nolina texana
MI9-202,2020-MI9-202,MI9-2,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,5,110,16,25,5,70,5,0,1,1,0,5,GR,5,90,15,20,5,70,5,0,0,0,0,6,70,19,20,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,RHUMIC,10,Littleleaf Sumac,Rhus microphylla,EPHTRI,90,Mormon Tea,Ephedra trifurca
MI9-204,2020-MI9-204,MI9-2,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,5,100,35,20,5,40,10,1,5,0,0,5,GR,1,60,25,30,1,71,1,0,1,1,1,19,40,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPHTRI,50,Mormon Tea,Ephedra trifurca,YUCELA,30,Soaptree Yucca,Yucca elata
MI9-206,2020-MI9-206,MI9-2,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,1,130,20,30,1,68,5,0,5,1,1,1,GR,5,70,15,20,1,73,5,0,1,0,0,6,50,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,NOLTEX,90,NA,Nolina texana,YUCELA,10,Soaptree Yucca,Yucca elata
MI9-208,2020-MI9-208,MI9-2,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,1,120,37,30,1,55,5,0,1,0,0,1,GR,0,NA,20,30,1,68,10,0,1,0,0,6,50,19,40,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,EPHTRI,60,Mormon Tea,Ephedra trifurca,YUCELA,30,Soaptree Yucca,Yucca elata
MT10-102,2020-MT10-102,MT10-1,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,55,19,10,5,70,5,1,0,0,0,1,GR,0,NA,15,5,5,79,1,0,0,0,0,48,60,17,30,Muhlenbergia arenicea,NA,MA,MUHARE,Bouteloua gracilis,Blue Grama,BG,BOUGRA,CONERI,40,Javelina Bush,Condalia ericoides,OPU_SP,40,Prickly Pear,Opuntia sp.
MT10-104,2020-MT10-104,MT10-1,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,5,15,10,5,68,10,1,0,0,0,1,GR,1,50,15,10,1,78,5,0,0,0,0,6,50,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,40,Soaptree Yucca,Yucca elata,OPU_SP,40,Prickly Pear,Opuntia sp.
MT10-106,2020-MT10-106,MT10-1,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,50,15,10,5,68,10,1,0,1,0,1,GR,0,NA,15,5,1,74,10,0,0,0,0,48,50,59,30,Muhlenbergia arenicea,NA,MA,MUHARE,Scleropogon brevifolius,NA,SB,SCLBRE,OPU_SP,90,Prickly Pear,Opuntia sp.,KOESPI,10,Allthorn,Koeberlinia spinosa
MT10-108,2020-MT10-108,MT10-1,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,40,25,15,5,63,5,1,0,1,0,1,GR,1,40,15,10,1,81,1,1,0,0,0,19,60,48,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Muhlenbergia arenicea,NA,MA,MUHARE,OPU_SP,90,Prickly Pear,Opuntia sp.,AGA_SP,10,Agave,Agave sp.
MT10-202,2020-MT10-202,MT10-2,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,90,20,10,5,69,5,1,0,1,0,1,GR,0,NA,15,10,1,79,5,0,0,0,0,19,60,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,100,Soaptree Yucca,Yucca elata,NA,NA,NA,NA
MT10-204,2020-MT10-204,MT10-2,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,40,25,10,5,63,5,1,0,1,0,1,GR,0,NA,20,10,1,78,1,0,0,0,0,19,70,57,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Pleuraphis mutica,NA,PM,PLEMUT,YUCELA,20,Soaptree Yucca,Yucca elata,OPU_SP,80,Prickly Pear,Opuntia sp.
MT10-206,2020-MT10-206,MT10-2,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,30,35,15,1,57,5,1,0,1,0,1,GR,1,30,50,20,1,43,5,0,0,0,0,42,60,57,30,Hilaria belangeri,NA,HB,HILBEL,Pleuraphis mutica,NA,PM,PLEMUT,OPU_SP,100,Prickly Pear,Opuntia sp.,NA,NA,NA,NA
MT10-208,2020-MT10-208,MT10-2,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,40,30,20,1,62,5,1,0,1,0,1,GR,0,NA,15,15,0,84,1,0,0,0,0,57,50,59,40,Pleuraphis mutica,NA,PM,PLEMUT,Scleropogon brevifolius,NA,SB,SCLBRE,YUCELA,10,Soaptree Yucca,Yucca elata,OPU_SP,90,Prickly Pear,Opuntia sp.
MT10-302,2020-MT10-302,MT10-3,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,50,20,15,10,65,5,0,0,1,1,1,GR,0,NA,25,10,5,65,5,0,0,0,0,59,60,6,20,Scleropogon brevifolius,NA,SB,SCLBRE,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,30,Soaptree Yucca,Yucca elata,OPU_SP,70,Prickly Pear,Opuntia sp.
MT10-304,2020-MT10-304,MT10-3,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,30,35,20,1,58,5,1,0,0,1,1,GR,0,NA,27,20,1,67,5,0,0,1,0,57,50,48,30,Pleuraphis mutica,NA,PM,PLEMUT,Muhlenbergia arenicea,NA,MA,MUHARE,OPU_SP,100,Prickly Pear,Opuntia sp.,NA,NA,NA,NA
MT10-306,2020-MT10-306,MT10-3,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,35,40,25,1,47,10,1,0,1,0,3,GR,1,35,50,20,1,43,5,1,0,0,0,57,50,42,40,Pleuraphis mutica,NA,PM,PLEMUT,Hilaria belangeri,NA,HB,HILBEL,AGA_SP,10,Agave,Agave sp.,OPU_SP,90,Prickly Pear,Opuntia sp.
MT10-308,2020-MT10-308,MT10-3,MT10,MT,2020,"jueves, 27 de febrero de 2020",MT-2020,ACT,1,30,45,25,1,42,10,1,0,0,0,3,GR,1,35,40,25,1,52,5,1,0,0,0,57,90,48,10,Pleuraphis mutica,NA,PM,PLEMUT,Muhlenbergia arenicea,NA,MA,MUHARE,OPU_SP,100,Prickly Pear,Opuntia sp.,NA,NA,NA,NA
MT1-102,2020-MT1-102,MT1-1,MT1,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,ACT,5,90,30,10,5,49,5,1,0,5,0,7,GR,1,100,20,20,20,54,5,0,0,1,0,6,100,NA,NA,Aristida sp.,Aristida sp,AR,ARI_SP, ,NA,NA,      ,LARTRI,70,Creosote,Larrea tridentata,CONERI,10,Javelina Bush,Condalia ericoides
MT1-104,2020-MT1-104,MT1-1,MT1,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,ACT,5,110,20,15,10,63,1,0,0,1,1,8,GR,0,NA,25,20,1,67,5,1,0,1,1,6,90,67,10,Aristida sp.,Aristida sp,AR,ARI_SP,Tridens muticus,NA,TM,TRIMUT,LARTRI,60,Creosote,Larrea tridentata,ZIZOBT,20,Graythorn/Lotebush,Ziziphus obtusifolia
MT1-106,2020-MT1-106,MT1-1,MT1,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,ACT,20,70,25,15,1,52,1,1,0,1,1,15,SH,10,50,34,25,1,50,5,1,0,0,1,85,70,6,20,Sporobolus cryptandrus,Sand Dropseed,SD,SPOCRY,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,30,Javelina Bush,Condalia ericoides,YUCELA,30,Soaptree Yucca,Yucca elata
MT1-108,2020-MT1-108,MT1-1,MT1,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,ACT,10,90,10,15,71,1,1,1,0,5,1,20,DS,1,50,1,5,1,96,1,0,0,1,1,19,80,48,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Muhlenbergia arenicea,NA,MA,MUHARE,FLOCER,30,Tarbush,Flourensia cernua,YUCELA,20,Soaptree Yucca,Yucca elata
MT1-202,2020-MT1-202,MT1-2,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,5,100,30,20,1,61,1,1,0,1,1,6,GR,10,150,35,15,1,53,1,0,0,0,0,6,50,59,30,Aristida sp.,Aristida sp,AR,ARI_SP,Scleropogon brevifolius,NA,SB,SCLBRE,YUCELA,40,Soaptree Yucca,Yucca elata,NOLTEX,20,NA,Nolina texana
MT1-204,2020-MT1-204,MT1-2,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,1,130,20,15,5,66,5,1,0,1,1,3,GR,5,150,30,5,1,53,10,0,0,1,0,6,40,19,10,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ZIZOBT,50,Graythorn/Lotebush,Ziziphus obtusifolia,KOESPI,20,Allthorn,Koeberlinia spinosa
MT1-206,2020-MT1-206,MT1-2,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,5,110,30,20,5,54,5,0,0,1,0,5,GR,1,80,25,25,5,63,5,0,0,1,0,6,90,19,10,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ZIZOBT,50,Graythorn/Lotebush,Ziziphus obtusifolia,EPH_SP,30,Mormon Tea,Ephedra sp.
MT1-208,2020-MT1-208,MT1-2,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,1,90,30,20,5,57,5,1,0,1,0,3,GR,1,75,30,25,1,58,5,0,0,5,0,6,90,19,10,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,EPH_SP,60,Mormon Tea,Ephedra sp.,ZIZOBT,20,Graythorn/Lotebush,Ziziphus obtusifolia
MT1-302,2020-MT1-302,MT1-3,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,10,80,20,15,1,68,1,1,0,0,0,15,DS,0,NA,5,5,0,95,0,0,0,1,0,59,90,10,10,Scleropogon brevifolius,NA,SB,SCLBRE,Bothriochloa barbinodis,NA,BI,BOTBAR,LARTRI,40,Creosote,Larrea tridentata,PROGLA,30,Honey Mesquite,Prosopis glandulosa
MT1-304,2020-MT1-304,MT1-3,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,5,80,20,15,1,71,1,1,0,1,1,5,GR,1,70,10,10,1,83,5,0,0,0,1,6,50,19,50,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ZIZOBT,60,Graythorn/Lotebush,Ziziphus obtusifolia,EPH_SP,10,Mormon Tea,Ephedra sp.
MT1-306,2020-MT1-306,MT1-3,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,10,110,20,15,1,66,1,1,0,1,1,11,DS,1,90,15,10,5,77,1,0,0,0,1,6,60,19,40,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ZIZOBT,40,Graythorn/Lotebush,Ziziphus obtusifolia,LARTRI,30,Creosote,Larrea tridentata
MT1-308,2020-MT1-308,MT1-3,MT1,MT,2020,"martes, 18 de febrero de 2020",MT-2020,ACT,5,90,30,15,1,58,5,1,0,1,1,6,GR,0,NA,35,25,1,59,5,0,0,5,0,6,90,19,10,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,EPH_SP,40,Mormon Tea,Ephedra sp.,CONERI,30,Javelina Bush,Condalia ericoides
MT2-102,2020-MT2-102,MT2-1,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,20,155,35,25,1,36,1,5,0,1,1,29,SH,10,75,25,10,1,62,1,1,0,0,1,59,60,6,25,Scleropogon brevifolius,NA,SB,SCLBRE,Aristida sp.,Aristida sp,AR,ARI_SP,LARTRI,50,Creosote,Larrea tridentata,PRO_SP,30,Mesquite,Prosopis sp.
MT2-104,2020-MT2-104,MT2-1,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,27,210,20,25,5,40,5,1,0,1,1,35,SH,30,80,35,25,5,30,5,0,0,0,1,64,50,19,30,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,35,Tarbush,Flourensia cernua,RHUMIC,40,Littleleaf Sumac,Rhus microphylla
MT2-106,2020-MT2-106,MT2-1,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,40,250,30,30,5,20,5,0,0,1,1,47,SH,40,200,30,30,5,20,5,0,0,0,0,64,80,19,15,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,50,Tarbush,Flourensia cernua,RHUMIC,40,Littleleaf Sumac,Rhus microphylla
MT2-108,2020-MT2-108,MT2-1,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,40,110,10,5,1,43,1,5,0,1,1,45,DS,40,55,20,5,1,29,5,5,0,1,1,59,75,19,20,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,55,Tarbush,Flourensia cernua,LARTRI,40,Creosote,Larrea tridentata
MT2-202,2020-MT2-202,MT2-2,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,30,130,5,10,5,52,1,5,0,1,1,34,DS,20,95,10,10,5,63,1,1,0,1,1,6,45,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,LARTRI,65,Creosote,Larrea tridentata,ACA_SP,30,Acacia,Acacia sp.
MT2-204,2020-MT2-204,MT2-2,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,30,135,20,25,1,37,5,5,0,1,1,37,SH,30,85,30,20,1,39,1,0,0,0,1,64,30,59,25,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Scleropogon brevifolius,NA,SB,SCLBRE,FLOCER,35,Tarbush,Flourensia cernua,RHUMIC,50,Littleleaf Sumac,Rhus microphylla
MT2-206,2020-MT2-206,MT2-2,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,20,120,30,30,5,33,5,5,0,1,1,26,SH,1,30,1,5,0,96,1,0,0,1,1,25,100,NA,NA,Dasyochloa pulchella,NA,DP,DASPUL, ,NA,NA,      ,FLOCER,45,Tarbush,Flourensia cernua,RHUMIC,30,Littleleaf Sumac,Rhus microphylla
MT2-208,2020-MT2-208,MT2-2,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,20,120,37,30,5,26,5,5,0,1,1,28,SH,1,30,64,30,1,30,5,0,0,0,0,64,45,6,30,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Aristida sp.,Aristida sp,AR,ARI_SP,RHUMIC,45,Littleleaf Sumac,Rhus microphylla,PRO_SP,20,Mesquite,Prosopis sp.
MT2-302,2020-MT2-302,MT2-3,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,30,110,20,10,5,37,1,5,0,1,1,37,SH,10,45,20,5,1,64,1,5,0,0,1,59,60,25,35,Scleropogon brevifolius,NA,SB,SCLBRE,Dasyochloa pulchella,NA,DP,DASPUL,LARTRI,75,Creosote,Larrea tridentata,FLOCER,15,Tarbush,Flourensia cernua
MT2-304,2020-MT2-304,MT2-3,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,30,110,20,10,5,37,1,5,0,1,1,38,SH,20,80,25,10,1,36,1,5,0,1,1,19,55,6,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,FLOCER,50,Tarbush,Flourensia cernua,RHUMIC,35,Littleleaf Sumac,Rhus microphylla
MT2-306,2020-MT2-306,MT2-3,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,30,125,20,20,5,37,1,5,0,1,1,37,SH,0,NA,37,15,0,60,1,1,0,0,1,19,50,64,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,FLOCER,30,Tarbush,Flourensia cernua,RHUMIC,55,Littleleaf Sumac,Rhus microphylla
MT2-308,2020-MT2-308,MT2-3,MT2,MT,2020,"lunes, 17 de febrero de 2020",MT-2020,MDERB,30,125,20,30,5,37,1,5,0,1,1,37,SH,5,70,44,30,5,36,5,0,0,0,0,64,75,44,20,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Hilaria sp.,NA,HS,HIL_SP,MAHTRI,30,"Desert Holly, Chaparral Berry",Mahonia trifoliata,PRO_SP,45,Mesquite,Prosopis sp.
MT3-102,2020-MT3-102,MT3-1,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,40,40,20,5,46,5,1,0,1,1,2,GR,0,NA,45,20,1,48,5,0,0,0,1,64,70,44,30,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Hilaria sp.,NA,HS,HIL_SP,ACA_SP,25,Acacia,Acacia sp.,OPUENG,70,NA,Opuntia engelmanii
MT3-104,2020-MT3-104,MT3-1,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,50,37,15,1,53,5,1,0,1,1,3,GR,0,NA,45,10,1,52,1,0,0,0,1,59,60,6,35,Scleropogon brevifolius,NA,SB,SCLBRE,Aristida sp.,Aristida sp,AR,ARI_SP,KOESPI,85,Allthorn,Koeberlinia spinosa,OPUENG,10,NA,Opuntia engelmanii
MT3-106,2020-MT3-106,MT3-1,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,35,40,20,1,52,5,1,0,1,1,1,GR,1,30,45,25,1,47,5,0,0,0,1,44,45,64,40,Hilaria sp.,NA,HS,HIL_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,CONERI,5,Javelina Bush,Condalia ericoides,OPUENG,90,NA,Opuntia engelmanii
MT3-108,2020-MT3-108,MT3-1,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,40,40,20,1,53,5,1,0,1,1,1,GR,1,30,45,25,1,47,5,0,0,0,1,44,50,64,45,Hilaria sp.,NA,HS,HIL_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,CONERI,50,Javelina Bush,Condalia ericoides,OPUENG,40,NA,Opuntia engelmanii
MT3-202,2020-MT3-202,MT3-2,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,50,43,25,1,49,5,0,0,1,1,4,GR,1,40,43,25,5,47,5,0,0,0,1,64,40,19,30,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,50,Soaptree Yucca,Yucca elata,OPUENG,40,NA,Opuntia engelmanii
MT3-204,2020-MT3-204,MT3-2,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,60,43,25,1,48,5,1,0,1,1,3,GR,1,40,45,30,5,44,5,0,0,0,1,64,55,44,30,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Hilaria sp.,NA,HS,HIL_SP,YUCELA,40,Soaptree Yucca,Yucca elata,OPUENG,50,NA,Opuntia engelmanii
MT3-206,2020-MT3-206,MT3-2,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,50,48,25,1,43,5,1,0,1,1,1,GR,1,40,50,30,1,43,5,0,0,0,1,64,40,44,30,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Hilaria sp.,NA,HS,HIL_SP,OPUENG,100,NA,Opuntia engelmanii,NA,NA,NA,NA
MT3-208,2020-MT3-208,MT3-2,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,60,47,25,1,43,5,1,0,1,1,1,GR,0,NA,60,25,1,44,5,0,0,0,1,44,50,64,45,Hilaria sp.,NA,HS,HIL_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,ACA_SP,45,Acacia,Acacia sp.,OPUENG,55,NA,Opuntia engelmanii
MT3-302,2020-MT3-302,MT3-3,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,90,42,25,1,48,5,1,0,1,1,5,GR,0,NA,42,20,1,50,5,1,0,1,1,64,40,44,30,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Hilaria sp.,NA,HS,HIL_SP,YUCELA,50,Soaptree Yucca,Yucca elata,CONERI,35,Javelina Bush,Condalia ericoides
MT3-304,2020-MT3-304,MT3-3,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,40,40,25,1,50,5,1,0,1,1,1,GR,1,40,40,25,1,54,5,0,0,0,1,64,50,19,40,Sporobolus sp.,Dropseed sp,DS,SPO_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,50,Javelina Bush,Condalia ericoides,OPUENG,45,NA,Opuntia engelmanii
MT3-306,2020-MT3-306,MT3-3,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,1,100,50,25,1,43,5,0,0,1,1,1,GR,0,NA,80,25,5,10,5,0,0,0,0,44,50,64,40,Hilaria sp.,NA,HS,HIL_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,YUCELA,70,Soaptree Yucca,Yucca elata,OPUENG,30,NA,Opuntia engelmanii
MT3-308,2020-MT3-308,MT3-3,MT3,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,MDERB,5,100,60,25,1,27,5,0,0,1,1,7,GR,0,NA,84,25,1,10,5,0,0,0,0,44,90,64,5,Hilaria sp.,NA,HS,HIL_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,ACA_SP,60,Acacia,Acacia sp.,OPUENG,40,NA,Opuntia engelmanii
MT4-102,2020-MT4-102,MT4-1,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,10,80,10,15,1,54,5,0,0,20,0,13,DS,1,45,20,15,1,58,0,0,0,20,0,67,50,6,40,Tridens muticus,NA,TM,TRIMUT,Aristida sp.,Aristida sp,AR,ARI_SP,PARINC,30,Mariola,Parthenium incanum,RHUMIC,30,Littleleaf Sumac,Rhus microphylla
MT4-104,2020-MT4-104,MT4-1,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,5,90,20,15,10,39,5,1,0,20,0,7,GR,1,40,30,15,5,44,1,0,0,20,0,6,90,67,20,Aristida sp.,Aristida sp,AR,ARI_SP,Tridens muticus,NA,TM,TRIMUT,MAHTRI,30,"Desert Holly, Chaparral Berry",Mahonia trifoliata,LYCBER,60,"Wolfberry, Desert Thorn, Berlandier wolfberry",Lycium berlandieri
MT4-106,2020-MT4-106,MT4-1,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,5,110,30,20,5,25,5,0,0,30,0,7,GR,1,40,20,15,5,43,1,0,0,30,0,6,70,67,30,Aristida sp.,Aristida sp,AR,ARI_SP,Tridens muticus,NA,TM,TRIMUT,PARINC,10,Mariola,Parthenium incanum,LYCBER,70,"Wolfberry, Desert Thorn, Berlandier wolfberry",Lycium berlandieri
MT4-108,2020-MT4-108,MT4-1,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,10,90,10,15,1,67,1,1,0,10,0,14,DS,10,120,1,10,1,63,5,0,0,20,0,19,100,NA,NA,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP, ,NA,NA,      ,PARINC,20,Mariola,Parthenium incanum,ACACON,60,Whitehorn Acacia,Acacia constricta
MT4-202,2020-MT4-202,MT4-2,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,30,130,1,20,1,57,5,1,0,5,0,40,DS,50,110,1,30,5,38,5,0,0,1,0,10,100,NA,NA,Bothriochloa barbinodis,NA,BI,BOTBAR, ,NA,NA,      ,FALPAR,50,Apache Plume,Fallugia paradoxa,FLOCER,20,Tarbush,Flourensia cernua
MT4-204,2020-MT4-204,MT4-2,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,25,150,10,15,5,53,1,1,0,5,0,50,DS,20,70,5,10,1,68,5,0,0,1,0,19,100,NA,NA,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP, ,NA,NA,      ,ACACON,60,Whitehorn Acacia,Acacia constricta,RHUMIC,20,Littleleaf Sumac,Rhus microphylla
MT4-206,2020-MT4-206,MT4-2,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,10,120,5,10,1,77,1,1,0,5,0,20,DS,1,50,1,10,0,93,0,1,0,5,0,19,100,NA,NA,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP, ,NA,NA,      ,FLOCER,40,Tarbush,Flourensia cernua,MIMBIU,20,Catclaw Mimosa,Mimosa biuncifera
MT4-208,2020-MT4-208,MT4-2,MT4,MT,2020,"viernes, 21 de febrero de 2020",MT-2020,ACT,20,130,10,20,10,54,5,1,0,1,0,30,DS,1,60,5,10,0,88,1,0,0,5,0,19,40,67,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Tridens muticus,NA,TM,TRIMUT,MIMBIU,30,Catclaw Mimosa,Mimosa biuncifera,ACACON,30,Whitehorn Acacia,Acacia constricta
